type,time,id,speed,relative_position
,134.1,f_1W.12,13.82,306.51
,134.2,f_1W.12,13.84,307.89
,134.3,f_1W.12,13.88,309.28
,134.4,f_1W.12,13.79,310.66
,134.5,f_1W.12,13.83,312.04
,134.6,f_1W.12,13.78,313.42
,134.7,f_1W.12,13.84,314.8
,134.8,f_1W.12,13.82,316.18
,134.9,f_1W.12,13.85,317.57
,135,f_1W.12,13.78,318.95
,135.1,f_1W.12,13.8,320.33
,135.2,f_1W.12,13.8,321.71
,135.3,f_1W.12,13.83,323.09
,135.4,f_1W.12,13.77,324.47
,135.5,f_1W.12,13.81,325.85
,135.6,f_1W.12,13.79,327.23
,135.7,f_1W.12,13.85,328.61
,135.8,f_1W.12,13.78,329.99
,135.9,f_1W.12,13.86,331.38
,136,f_1W.12,13.78,332.76
,136.1,f_1W.12,13.83,334.14
,136.2,f_1W.12,13.89,335.53
,136.3,f_1W.12,13.78,336.91
,136.4,f_1W.12,13.81,338.29
,136.5,f_1W.12,13.83,339.67
,136.6,f_1W.12,13.86,341.06
,136.7,f_1W.12,13.8,342.44
,136.8,f_1W.12,13.81,343.82
,136.9,f_1W.12,13.8,345.2
,137,f_1W.12,13.8,346.58
,137.1,f_1W.12,13.85,347.96
,137.2,f_1W.12,13.82,349.34
,137.3,f_1W.12,13.8,350.72
,137.4,f_1W.12,13.87,352.11
,137.5,f_1W.12,13.82,353.49
,137.6,f_1W.12,13.88,354.88
,137.7,f_1W.12,13.84,356.27
,137.8,f_1W.12,13.81,357.65
,137.9,f_1W.12,13.89,359.04
,138,f_1W.12,13.84,360.42
,138.1,f_1W.12,13.86,361.81
,138.2,f_1W.12,13.81,363.19
,138.3,f_1W.12,13.86,364.57
,138.4,f_1W.12,13.8,365.95
,138.5,f_1W.12,13.89,367.34
,138.6,f_1W.12,13.77,368.72
,138.7,f_1W.12,13.78,370.1
,138.8,f_1W.12,13.78,371.47
,138.9,f_1W.12,13.87,372.86
,139,f_1W.12,13.77,374.24
,139.1,f_1W.12,13.82,375.62
,139.2,f_1W.12,13.88,377.01
,139.3,f_1W.12,13.8,378.39
,139.4,f_1W.12,13.83,379.77
,139.5,f_1W.12,13.79,381.15
,139.6,f_1W.12,13.82,382.53
,139.7,f_1W.12,13.81,383.91
,139.8,f_1W.12,13.8,385.29
,139.9,f_1W.12,13.83,386.68
,140,f_1W.12,13.88,388.06
,140.1,f_1W.12,13.8,389.44
,140.2,f_1W.12,13.79,390.82
,140.3,f_1W.12,13.8,392.2
,140.4,f_1W.12,13.8,393.58
,140.5,f_1W.12,13.81,394.96
,140.6,f_1W.12,13.77,396.34
,140.7,f_1W.12,13.83,397.72
,140.8,f_1W.12,13.88,399.11
,140.9,f_1W.12,13.81,400.49
,141,f_1W.12,13.84,401.88
,141.1,f_1W.12,13.81,403.26
,141.2,f_1W.12,13.87,404.64
,141.3,f_1W.12,13.8,406.02
,141.4,f_1W.12,13.77,407.4
,141.5,f_1W.12,13.83,408.78
,141.6,f_1W.12,13.87,410.17
,141.7,f_1W.12,13.79,411.55
,141.8,f_1W.12,13.83,412.93
,141.9,f_1W.12,13.83,414.32
,142,f_1W.12,13.88,415.7
,142.1,f_1W.12,13.77,417.08
,142.2,f_1W.12,13.89,418.47
,142.3,f_1W.12,13.77,419.85
,142.4,f_1W.12,13.78,421.23
,142.5,f_1W.12,13.8,422.61
,142.6,f_1W.12,13.82,423.99
,142.7,f_1W.12,13.86,425.37
,142.8,f_1W.12,13.77,426.75
,142.9,f_1W.12,13.87,428.14
,143,f_1W.12,13.86,429.52
,143.1,f_1W.12,13.83,430.91
,143.2,f_1W.12,13.88,432.29
,143.3,f_1W.12,13.82,433.68
,143.4,f_1W.12,13.82,435.06
,143.5,f_1W.12,13.81,436.44
,143.6,f_1W.12,13.77,437.82
,143.7,f_1W.12,13.81,439.2
,143.8,f_1W.12,13.82,440.58
,143.9,f_1W.12,13.87,441.97
,144,f_1W.12,13.84,443.35
,144.1,f_1W.12,13.8,444.73
,144.2,f_1W.12,13.88,446.12
,144.3,f_1W.12,13.87,447.5
,144.4,f_1W.12,13.87,448.89
,144.5,f_1W.12,13.8,450.27
,144.6,f_1W.12,13.8,451.65
,144.7,f_1W.12,13.85,453.03
,144.8,f_1W.12,13.77,454.41
,144.9,f_1W.12,13.81,455.79
,145,f_1W.12,13.88,457.18
,145.1,f_1W.12,13.81,458.56
,145.2,f_1W.12,13.78,459.94
,145.3,f_1W.12,13.87,461.33
,145.4,f_1W.12,13.84,462.71
,145.5,f_1W.12,13.85,464.1
,145.6,f_1W.12,13.82,465.48
,145.7,f_1W.12,13.82,466.86
,145.8,f_1W.12,13.83,468.24
,145.9,f_1W.12,13.85,469.63
,146,f_1W.12,12.95,470.92
,146.1,f_1W.12,12.05,472.13
,146.2,f_1W.12,11.28,473.26
,146.3,f_1W.12,10.98,474.36
,146.4,f_1W.12,10.68,475.42
,146.5,f_1W.12,10.38,476.46
,146.6,f_1W.12,10.08,477.47
,146.7,f_1W.12,9.78,478.45
,146.8,f_1W.12,9.48,479.39
,146.9,f_1W.12,9.18,480.31
,147,f_1W.12,8.88,481.2
,147.1,f_1W.12,8.58,482.06
,147.2,f_1W.12,8.28,482.89
,147.3,f_1W.12,7.98,483.68
,147.4,f_1W.12,7.68,484.45
,147.5,f_1W.12,7.38,485.19
,147.6,f_1W.12,7.08,485.9
,147.7,f_1W.12,6.78,486.58
,147.8,f_1W.12,6.48,487.22
,147.9,f_1W.12,6.18,487.84
,148,f_1W.12,5.88,488.43
,148.1,f_1W.12,5.58,488.99
,148.2,f_1W.12,5.28,489.52
,148.3,f_1W.12,4.98,490.01
,148.4,f_1W.12,4.68,490.48
,148.5,f_1W.12,4.38,490.92
,148.6,f_1W.12,4.08,491.33
,148.7,f_1W.12,3.78,491.7
,148.8,f_1W.12,3.48,492.05
,148.9,f_1W.12,3.18,492.37
,149,f_1W.12,2.88,492.66
,149.1,f_1W.12,2.58,492.92
,149.2,f_1W.12,2.28,493.14
,149.3,f_1W.12,1.98,493.34
,149.4,f_1W.12,1.68,493.51
,149.5,f_1W.12,1.38,493.65
,149.6,f_1W.12,1.08,493.76
,149.7,f_1W.12,0.78,493.83
,149.8,f_1W.12,0.48,493.88
,149.9,f_1W.12,0.18,493.9
,150,f_1W.12,0,493.9
,150.1,f_1W.12,0,493.9
,150.2,f_1W.12,0,493.9
,150.3,f_1W.12,0,493.9
,150.4,f_1W.12,0,493.9
,150.5,f_1W.12,0,493.9
,150.6,f_1W.12,0,493.9
,150.7,f_1W.12,0,493.9
,150.8,f_1W.12,0,493.9
,150.9,f_1W.12,0,493.9
,151,f_1W.12,0,493.9
,151.1,f_1W.12,0,493.9
,151.2,f_1W.12,0,493.9
,151.3,f_1W.12,0,493.9
,151.4,f_1W.12,0,493.9
,151.5,f_1W.12,0,493.9
,151.6,f_1W.12,0,493.9
,151.7,f_1W.12,0,493.9
,151.8,f_1W.12,0,493.9
,151.9,f_1W.12,0,493.9
,152,f_1W.12,0,493.9
,152.1,f_1W.12,0,493.9
,152.2,f_1W.12,0,493.9
,152.3,f_1W.12,0,493.9
,152.4,f_1W.12,0,493.9
,152.5,f_1W.12,0,493.9
,152.6,f_1W.12,0,493.9
,152.7,f_1W.12,0,493.9
,152.8,f_1W.12,0,493.9
,152.9,f_1W.12,0,493.9
,153,f_1W.12,0,493.9
,153.1,f_1W.12,0,493.9
,153.2,f_1W.12,0,493.9
,153.3,f_1W.12,0,493.9
,153.4,f_1W.12,0,493.9
,153.5,f_1W.12,0,493.9
,153.6,f_1W.12,0,493.9
,153.7,f_1W.12,0,493.9
,153.8,f_1W.12,0,493.9
,153.9,f_1W.12,0,493.9
,154,f_1W.12,0,493.9
,154.1,f_1W.12,0,493.9
,154.2,f_1W.12,0,493.9
,154.3,f_1W.12,0,493.9
,154.4,f_1W.12,0,493.9
,154.5,f_1W.12,0,493.9
,154.6,f_1W.12,0,493.9
,154.7,f_1W.12,0,493.9
,154.8,f_1W.12,0,493.9
,154.9,f_1W.12,0,493.9
,155,f_1W.12,0,493.9
,155.1,f_1W.12,0,493.9
,155.2,f_1W.12,0,493.9
,155.3,f_1W.12,0,493.9
,155.4,f_1W.12,0,493.9
,155.5,f_1W.12,0,493.9
,155.6,f_1W.12,0,493.9
,155.7,f_1W.12,0,493.9
,155.8,f_1W.12,0,493.9
,155.9,f_1W.12,0,493.9
,156,f_1W.12,0,493.9
,156.1,f_1W.12,0,493.9
,156.2,f_1W.12,0,493.9
,156.3,f_1W.12,0,493.9
,156.4,f_1W.12,0,493.9
,156.5,f_1W.12,0,493.9
,156.6,f_1W.12,0,493.9
,156.7,f_1W.12,0,493.9
,156.8,f_1W.12,0,493.9
,156.9,f_1W.12,0,493.9
,157,f_1W.12,0,493.9
,157.1,f_1W.12,0,493.9
,157.2,f_1W.12,0,493.9
,157.3,f_1W.12,0,493.9
,157.4,f_1W.12,0,493.9
,157.5,f_1W.12,0,493.9
,157.6,f_1W.12,0,493.9
,157.7,f_1W.12,0,493.9
,157.8,f_1W.12,0,493.9
,157.9,f_1W.12,0,493.9
,158,f_1W.12,0,493.9
,158.1,f_1W.12,0,493.9
,158.2,f_1W.12,0,493.9
,158.3,f_1W.12,0,493.9
,158.4,f_1W.12,0,493.9
,158.5,f_1W.12,0,493.9
,158.6,f_1W.12,0,493.9
,158.7,f_1W.12,0,493.9
,158.8,f_1W.12,0,493.9
,158.9,f_1W.12,0,493.9
,159,f_1W.12,0,493.9
,159.1,f_1W.12,0,493.9
,159.2,f_1W.12,0,493.9
,159.3,f_1W.12,0,493.9
,159.4,f_1W.12,0,493.9
,159.5,f_1W.12,0,493.9
,159.6,f_1W.12,0,493.9
,159.7,f_1W.12,0,493.9
,159.8,f_1W.12,0,493.9
,159.9,f_1W.12,0,493.9
,160,f_1W.12,0,493.9
,160.1,f_1W.12,0,493.9
,160.2,f_1W.12,0,493.9
,160.3,f_1W.12,0,493.9
,160.4,f_1W.12,0,493.9
,160.5,f_1W.12,0,493.9
,160.6,f_1W.12,0,493.9
,160.7,f_1W.12,0,493.9
,160.8,f_1W.12,0,493.9
,160.9,f_1W.12,0,493.9
,161,f_1W.12,0,493.9
,161.1,f_1W.12,0,493.9
,161.2,f_1W.12,0,493.9
,161.3,f_1W.12,0,493.9
,161.4,f_1W.12,0,493.9
,161.5,f_1W.12,0,493.9
,161.6,f_1W.12,0,493.9
,161.7,f_1W.12,0,493.9
,161.8,f_1W.12,0,493.9
,161.9,f_1W.12,0,493.9
,162,f_1W.12,0,493.9
,162.1,f_1W.12,0,493.9
,162.2,f_1W.12,0,493.9
,162.3,f_1W.12,0,493.9
,162.4,f_1W.12,0,493.9
,162.5,f_1W.12,0,493.9
,162.6,f_1W.12,0,493.9
,162.7,f_1W.12,0,493.9
,162.8,f_1W.12,0,493.9
,162.9,f_1W.12,0,493.9
,163,f_1W.12,0,493.9
,163.1,f_1W.12,0,493.9
,163.2,f_1W.12,0,493.9
,163.3,f_1W.12,0,493.9
,163.4,f_1W.12,0,493.9
,163.5,f_1W.12,0,493.9
,163.6,f_1W.12,0,493.9
,163.7,f_1W.12,0,493.9
,163.8,f_1W.12,0,493.9
,163.9,f_1W.12,0,493.9
,164,f_1W.12,0,493.9
,164.1,f_1W.12,0,493.9
,164.2,f_1W.12,0,493.9
,164.3,f_1W.12,0,493.9
,164.4,f_1W.12,0,493.9
,164.5,f_1W.12,0,493.9
,164.6,f_1W.12,0,493.9
,164.7,f_1W.12,0,493.9
,164.8,f_1W.12,0,493.9
,164.9,f_1W.12,0,493.9
,165,f_1W.12,0,493.9
,165.1,f_1W.12,0,493.9
,165.2,f_1W.12,0,493.9
,165.3,f_1W.12,0,493.9
,165.4,f_1W.12,0,493.9
,165.5,f_1W.12,0,493.9
,165.6,f_1W.12,0,493.9
,165.7,f_1W.12,0,493.9
,165.8,f_1W.12,0,493.9
,165.9,f_1W.12,0,493.9
,166,f_1W.12,0,493.9
,166.1,f_1W.12,0,493.9
,166.2,f_1W.12,0,493.9
,166.3,f_1W.12,0,493.9
,166.4,f_1W.12,0,493.9
,166.5,f_1W.12,0,493.9
,166.6,f_1W.12,0,493.9
,166.7,f_1W.12,0,493.9
,166.8,f_1W.12,0,493.9
,166.9,f_1W.12,0,493.9
,167,f_1W.12,0,493.9
,167.1,f_1W.12,0,493.9
,167.2,f_1W.12,0,493.9
,167.3,f_1W.12,0,493.9
,167.4,f_1W.12,0,493.9
,167.5,f_1W.12,0,493.9
,167.6,f_1W.12,0,493.9
,167.7,f_1W.12,0,493.9
,167.8,f_1W.12,0,493.9
,167.9,f_1W.12,0,493.9
,168,f_1W.12,0,493.9
,168.1,f_1W.12,0,493.9
,168.2,f_1W.12,0,493.9
,168.3,f_1W.12,0,493.9
,168.4,f_1W.12,0,493.9
,168.5,f_1W.12,0,493.9
,168.6,f_1W.12,0,493.9
,168.7,f_1W.12,0,493.9
,168.8,f_1W.12,0,493.9
,168.9,f_1W.12,0,493.9
,169,f_1W.12,0,493.9
,169.1,f_1W.12,0,493.9
,169.2,f_1W.12,0,493.9
,169.3,f_1W.12,0,493.9
,169.4,f_1W.12,0,493.9
,169.5,f_1W.12,0,493.9
,169.6,f_1W.12,0,493.9
,169.7,f_1W.12,0,493.9
,169.8,f_1W.12,0,493.9
,169.9,f_1W.12,0,493.9
,170,f_1W.12,0,493.9
,170.1,f_1W.12,0,493.9
,170.2,f_1W.12,0,493.9
,170.3,f_1W.12,0,493.9
,170.4,f_1W.12,0,493.9
,170.5,f_1W.12,0,493.9
,170.6,f_1W.12,0,493.9
,170.7,f_1W.12,0,493.9
,170.8,f_1W.12,0,493.9
,170.9,f_1W.12,0,493.9
,171,f_1W.12,0,493.9
,171.1,f_1W.12,0,493.9
,171.2,f_1W.12,0,493.9
,171.3,f_1W.12,0,493.9
,171.4,f_1W.12,0,493.9
,171.5,f_1W.12,0,493.9
,171.6,f_1W.12,0,493.9
,171.7,f_1W.12,0,493.9
,171.8,f_1W.12,0,493.9
,171.9,f_1W.12,0,493.9
,172,f_1W.12,0,493.9
,172.1,f_1W.12,0,493.9
,172.2,f_1W.12,0,493.9
,172.3,f_1W.12,0,493.9
,172.4,f_1W.12,0,493.9
,172.5,f_1W.12,0,493.9
,172.6,f_1W.12,0,493.9
,172.7,f_1W.12,0,493.9
,172.8,f_1W.12,0,493.9
,172.9,f_1W.12,0,493.9
,173,f_1W.12,0,493.9
,173.1,f_1W.12,0,493.9
,173.2,f_1W.12,0,493.9
,173.3,f_1W.12,0,493.9
,173.4,f_1W.12,0,493.9
,173.5,f_1W.12,0,493.9
,173.6,f_1W.12,0,493.9
,173.7,f_1W.12,0,493.9
,173.8,f_1W.12,0,493.9
,173.9,f_1W.12,0,493.9
,174,f_1W.12,0,493.9
,174.1,f_1W.12,0,493.9
,174.2,f_1W.12,0,493.9
,174.3,f_1W.12,0,493.9
,174.4,f_1W.12,0,493.9
,174.5,f_1W.12,0,493.9
,174.6,f_1W.12,0,493.9
,174.7,f_1W.12,0,493.9
,174.8,f_1W.12,0,493.9
,174.9,f_1W.12,0,493.9
,175,f_1W.12,0,493.9
,175.1,f_1W.12,0,493.9
,175.2,f_1W.12,0,493.9
,175.3,f_1W.12,0,493.9
,175.4,f_1W.12,0,493.9
,175.5,f_1W.12,0,493.9
,175.6,f_1W.12,0,493.9
,175.7,f_1W.12,0,493.9
,175.8,f_1W.12,0,493.9
,175.9,f_1W.12,0,493.9
,176,f_1W.12,0,493.9
,176.1,f_1W.12,0,493.9
,176.2,f_1W.12,0,493.9
,176.3,f_1W.12,0,493.9
,176.4,f_1W.12,0,493.9
,176.5,f_1W.12,0,493.9
,176.6,f_1W.12,0,493.9
,176.7,f_1W.12,0,493.9
,176.8,f_1W.12,0,493.9
,176.9,f_1W.12,0,493.9
,177,f_1W.12,0,493.9
,177.1,f_1W.12,0,493.9
,177.2,f_1W.12,0,493.9
,177.3,f_1W.12,0,493.9
,177.4,f_1W.12,0,493.9
,177.5,f_1W.12,0,493.9
,177.6,f_1W.12,0,493.9
,177.7,f_1W.12,0,493.9
,177.8,f_1W.12,0,493.9
,177.9,f_1W.12,0,493.9
,178,f_1W.12,0,493.9
,178.1,f_1W.12,0,493.9
,178.2,f_1W.12,0,493.9
,178.3,f_1W.12,0,493.9
,178.4,f_1W.12,0,493.9
,178.5,f_1W.12,0,493.9
,178.6,f_1W.12,0,493.9
,178.7,f_1W.12,0,493.9
,178.8,f_1W.12,0,493.9
,178.9,f_1W.12,0,493.9
,179,f_1W.12,0,493.9
,179.1,f_1W.12,0,493.9
,179.2,f_1W.12,0,493.9
,179.3,f_1W.12,0,493.9
,179.4,f_1W.12,0,493.9
,179.5,f_1W.12,0,493.9
,179.6,f_1W.12,0,493.9
,179.7,f_1W.12,0,493.9
,179.8,f_1W.12,0,493.9
,179.9,f_1W.12,0,493.9
,180,f_1W.12,0,493.9
,180.1,f_1W.12,0,493.9
,180.2,f_1W.12,0,493.9
,180.3,f_1W.12,0,493.9
,180.4,f_1W.12,0,493.9
,180.5,f_1W.12,0,493.9
,180.6,f_1W.12,0,493.9
,180.7,f_1W.12,0,493.9
,180.8,f_1W.12,0,493.9
,180.9,f_1W.12,0,493.9
,181,f_1W.12,0,493.9
,181.1,f_1W.12,0,493.9
,181.2,f_1W.12,0,493.9
,181.3,f_1W.12,0,493.9
,181.4,f_1W.12,0,493.9
,181.5,f_1W.12,0,493.9
,181.6,f_1W.12,0,493.9
,181.7,f_1W.12,0,493.9
,181.8,f_1W.12,0,493.9
,181.9,f_1W.12,0,493.9
,182,f_1W.12,0,493.9
,182.1,f_1W.12,0,493.9
,182.2,f_1W.12,0,493.9
,182.3,f_1W.12,0,493.9
,182.4,f_1W.12,0,493.9
,182.5,f_1W.12,0,493.9
,182.6,f_1W.12,0,493.9
,182.7,f_1W.12,0,493.9
,182.8,f_1W.12,0,493.9
,182.9,f_1W.12,0,493.9
,183,f_1W.12,0,493.9
,183.1,f_1W.12,0,493.9
,183.2,f_1W.12,0,493.9
,183.3,f_1W.12,0,493.9
,183.4,f_1W.12,0,493.9
,183.5,f_1W.12,0,493.9
,183.6,f_1W.12,0,493.9
,183.7,f_1W.12,0,493.9
,183.8,f_1W.12,0,493.9
,183.9,f_1W.12,0,493.9
,184,f_1W.12,0,493.9
,184.1,f_1W.12,0,493.9
,184.2,f_1W.12,0,493.9
,184.3,f_1W.12,0,493.9
,184.4,f_1W.12,0,493.9
,184.5,f_1W.12,0,493.9
,184.6,f_1W.12,0,493.9
,184.7,f_1W.12,0,493.9
,184.8,f_1W.12,0,493.9
,184.9,f_1W.12,0,493.9
,185,f_1W.12,0,493.9
,185.1,f_1W.12,0,493.9
,185.2,f_1W.12,0,493.9
,185.3,f_1W.12,0,493.9
,185.4,f_1W.12,0,493.9
,185.5,f_1W.12,0,493.9
,185.6,f_1W.12,0,493.9
,185.7,f_1W.12,0,493.9
,185.8,f_1W.12,0,493.9
,185.9,f_1W.12,0,493.9
,186,f_1W.12,0,493.9
,186.1,f_1W.12,0,493.9
,186.2,f_1W.12,0,493.9
,186.3,f_1W.12,0,493.9
,186.4,f_1W.12,0,493.9
,186.5,f_1W.12,0,493.9
,186.6,f_1W.12,0,493.9
,186.7,f_1W.12,0,493.9
,186.8,f_1W.12,0,493.9
,186.9,f_1W.12,0,493.9
,187,f_1W.12,0,493.9
,187.1,f_1W.12,0,493.9
,187.2,f_1W.12,0,493.9
,187.3,f_1W.12,0,493.9
,187.4,f_1W.12,0,493.9
,187.5,f_1W.12,0,493.9
,187.6,f_1W.12,0,493.9
,187.7,f_1W.12,0,493.9
,187.8,f_1W.12,0,493.9
,187.9,f_1W.12,0,493.9
,188,f_1W.12,0,493.9
,188.1,f_1W.12,0,493.9
,188.2,f_1W.12,0,493.9
,188.3,f_1W.12,0,493.9
,188.4,f_1W.12,0,493.9
,188.5,f_1W.12,0,493.9
,188.6,f_1W.12,0,493.9
,188.7,f_1W.12,0,493.9
,188.8,f_1W.12,0,493.9
,188.9,f_1W.12,0,493.9
,189,f_1W.12,0,493.9
,189.1,f_1W.12,0,493.9
,189.2,f_1W.12,0,493.9
,189.3,f_1W.12,0,493.9
,189.4,f_1W.12,0,493.9
,189.5,f_1W.12,0,493.9
,189.6,f_1W.12,0,493.9
,189.7,f_1W.12,0,493.9
,189.8,f_1W.12,0,493.9
,189.9,f_1W.12,0,493.9
,190,f_1W.12,0,493.9
,190.1,f_1W.12,0,493.9
,190.2,f_1W.12,0,493.9
,190.3,f_1W.12,0,493.9
,190.4,f_1W.12,0,493.9
,190.5,f_1W.12,0,493.9
,190.6,f_1W.12,0,493.9
,190.7,f_1W.12,0,493.9
,190.8,f_1W.12,0,493.9
,190.9,f_1W.12,0,493.9
,191,f_1W.12,0,493.9
,191.1,f_1W.12,0,493.9
,191.2,f_1W.12,0,493.9
,191.3,f_1W.12,0,493.9
,191.4,f_1W.12,0,493.9
,191.5,f_1W.12,0,493.9
,191.6,f_1W.12,0,493.9
,191.7,f_1W.12,0,493.9
,191.8,f_1W.12,0,493.9
,191.9,f_1W.12,0,493.9
,192,f_1W.12,0,493.9
,192.1,f_1W.12,0,493.9
,192.2,f_1W.12,0,493.9
,192.3,f_1W.12,0,493.9
,192.4,f_1W.12,0,493.9
,192.5,f_1W.12,0,493.9
,192.6,f_1W.12,0,493.9
,192.7,f_1W.12,0,493.9
,192.8,f_1W.12,0,493.9
,192.9,f_1W.12,0,493.9
,193,f_1W.12,0,493.9
,193.1,f_1W.12,0,493.9
,193.2,f_1W.12,0,493.9
,193.3,f_1W.12,0,493.9
,193.4,f_1W.12,0,493.9
,193.5,f_1W.12,0,493.9
,193.6,f_1W.12,0,493.9
,193.7,f_1W.12,0,493.9
,193.8,f_1W.12,0,493.9
,193.9,f_1W.12,0,493.9
,194,f_1W.12,0,493.9
,194.1,f_1W.12,0,493.9
,194.2,f_1W.12,0,493.9
,194.3,f_1W.12,0,493.9
,194.4,f_1W.12,0,493.9
,194.5,f_1W.12,0,493.9
,194.6,f_1W.12,0,493.9
,194.7,f_1W.12,0,493.9
,194.8,f_1W.12,0,493.9
,194.9,f_1W.12,0,493.9
,195,f_1W.12,0,493.9
,195.1,f_1W.12,0,493.9
,195.2,f_1W.12,0,493.9
,195.3,f_1W.12,0,493.9
,195.4,f_1W.12,0,493.9
,195.5,f_1W.12,0,493.9
,195.6,f_1W.12,0,493.9
,195.7,f_1W.12,0,493.9
,195.8,f_1W.12,0,493.9
,195.9,f_1W.12,0,493.9
,196,f_1W.12,0,493.9
,196.1,f_1W.12,0,493.9
,196.2,f_1W.12,0,493.9
,196.3,f_1W.12,0,493.9
,196.4,f_1W.12,0,493.9
,196.5,f_1W.12,0,493.9
,196.6,f_1W.12,0,493.9
,196.7,f_1W.12,0,493.9
,196.8,f_1W.12,0,493.9
,196.9,f_1W.12,0,493.9
,197,f_1W.12,0,493.9
,197.1,f_1W.12,0,493.9
,197.2,f_1W.12,0,493.9
,197.3,f_1W.12,0,493.9
,197.4,f_1W.12,0,493.9
,197.5,f_1W.12,0,493.9
,197.6,f_1W.12,0,493.9
,197.7,f_1W.12,0,493.9
,197.8,f_1W.12,0,493.9
,197.9,f_1W.12,0,493.9
,198,f_1W.12,0,493.9
,198.1,f_1W.12,0,493.9
,198.2,f_1W.12,0,493.9
,198.3,f_1W.12,0,493.9
,198.4,f_1W.12,0,493.9
,198.5,f_1W.12,0,493.9
,198.6,f_1W.12,0,493.9
,198.7,f_1W.12,0,493.9
,198.8,f_1W.12,0,493.9
,198.9,f_1W.12,0,493.9
,199,f_1W.12,0,493.9
,199.1,f_1W.12,0,493.9
,199.2,f_1W.12,0,493.9
,199.3,f_1W.12,0,493.9
,199.4,f_1W.12,0,493.9
,199.5,f_1W.12,0,493.9
,199.6,f_1W.12,0,493.9
,199.7,f_1W.12,0,493.9
,199.8,f_1W.12,0,493.9
,199.9,f_1W.12,0,493.9
,93.7,f_1W.9,5,0
,93.8,f_1W.9,5.2,0.52
,93.9,f_1W.9,5.33,1.05
,94,f_1W.9,5.56,1.61
,94.1,f_1W.9,5.75,2.18
,94.2,f_1W.9,5.9,2.77
,94.3,f_1W.9,6.13,3.39
,94.4,f_1W.9,6.27,4.01
,94.5,f_1W.9,6.46,4.66
,94.6,f_1W.9,6.63,5.32
,94.7,f_1W.9,6.76,6
,94.8,f_1W.9,6.93,6.69
,94.9,f_1W.9,7.16,7.41
,95,f_1W.9,7.4,8.15
,95.1,f_1W.9,7.63,8.91
,95.2,f_1W.9,7.84,9.7
,95.3,f_1W.9,8.08,10.5
,95.4,f_1W.9,8.27,11.33
,95.5,f_1W.9,8.47,12.18
,95.6,f_1W.9,8.7,13.05
,95.7,f_1W.9,8.93,13.94
,95.8,f_1W.9,9.12,14.85
,95.9,f_1W.9,9.28,15.78
,96,f_1W.9,9.53,16.73
,96.1,f_1W.9,9.67,17.7
,96.2,f_1W.9,9.89,18.69
,96.3,f_1W.9,10.08,19.7
,96.4,f_1W.9,10.3,20.73
,96.5,f_1W.9,10.54,21.78
,96.6,f_1W.9,10.78,22.86
,96.7,f_1W.9,11,23.96
,96.8,f_1W.9,11.14,25.08
,96.9,f_1W.9,11.31,26.21
,97,f_1W.9,11.55,27.36
,97.1,f_1W.9,11.72,28.53
,97.2,f_1W.9,11.84,29.72
,97.3,f_1W.9,11.99,30.92
,97.4,f_1W.9,12.19,32.14
,97.5,f_1W.9,12.34,33.37
,97.6,f_1W.9,12.58,34.63
,97.7,f_1W.9,12.81,35.91
,97.8,f_1W.9,13.04,37.21
,97.9,f_1W.9,13.29,38.54
,98,f_1W.9,13.48,39.89
,98.1,f_1W.9,13.68,41.26
,98.2,f_1W.9,13.79,42.64
,98.3,f_1W.9,13.79,44.02
,98.4,f_1W.9,13.83,45.4
,98.5,f_1W.9,13.82,46.78
,98.6,f_1W.9,13.89,48.17
,98.7,f_1W.9,13.85,49.56
,98.8,f_1W.9,13.87,50.94
,98.9,f_1W.9,13.81,52.33
,99,f_1W.9,13.79,53.7
,99.1,f_1W.9,13.81,55.09
,99.2,f_1W.9,13.84,56.47
,99.3,f_1W.9,13.85,57.85
,99.4,f_1W.9,13.88,59.24
,99.5,f_1W.9,13.85,60.63
,99.6,f_1W.9,13.88,62.02
,99.7,f_1W.9,13.83,63.4
,99.8,f_1W.9,13.83,64.78
,99.9,f_1W.9,13.89,66.17
,100,f_1W.9,13.87,67.56
,100.1,f_1W.9,13.81,68.94
,100.2,f_1W.9,13.86,70.32
,100.3,f_1W.9,13.78,71.7
,100.4,f_1W.9,13.87,73.09
,100.5,f_1W.9,13.85,74.47
,100.6,f_1W.9,13.79,75.85
,100.7,f_1W.9,13.77,77.23
,100.8,f_1W.9,13.83,78.61
,100.9,f_1W.9,13.86,80
,101,f_1W.9,13.87,81.38
,101.1,f_1W.9,13.84,82.77
,101.2,f_1W.9,13.85,84.15
,101.3,f_1W.9,13.87,85.54
,101.4,f_1W.9,13.8,86.92
,101.5,f_1W.9,13.88,88.31
,101.6,f_1W.9,13.79,89.69
,101.7,f_1W.9,13.86,91.07
,101.8,f_1W.9,13.78,92.45
,101.9,f_1W.9,13.85,93.83
,102,f_1W.9,13.83,95.22
,102.1,f_1W.9,13.87,96.61
,102.2,f_1W.9,13.82,97.99
,102.3,f_1W.9,13.8,99.37
,102.4,f_1W.9,13.78,100.74
,102.5,f_1W.9,13.82,102.13
,102.6,f_1W.9,13.86,103.51
,102.7,f_1W.9,13.8,104.89
,102.8,f_1W.9,13.78,106.27
,102.9,f_1W.9,13.82,107.65
,103,f_1W.9,13.82,109.03
,103.1,f_1W.9,13.8,110.41
,103.2,f_1W.9,13.85,111.8
,103.3,f_1W.9,13.86,113.19
,103.4,f_1W.9,13.79,114.57
