type,time,relative_position,speed
human,22.5,179.48,8.22
human,22.6,180.3,8.14
human,22.7,181.1,8.05
human,22.8,181.9,7.96
human,22.9,182.69,7.86
human,23,183.46,7.76
human,23.1,184.23,7.65
human,23.2,184.98,7.53
human,23.3,185.72,7.4
human,23.4,186.45,7.27
human,23.5,187.16,7.12
human,23.6,187.85,6.97
human,23.7,188.54,6.8
human,23.8,189.2,6.63
human,23.9,189.74,5.4
human,24,190.23,4.9
human,24.1,190.68,4.56
human,24.2,191.11,4.29
human,24.3,191.52,4.07
human,24.4,191.91,3.87
human,24.5,192.28,3.71
human,24.6,192.63,3.56
human,24.7,192.98,3.43
human,24.8,193.31,3.31
human,24.9,193.63,3.21
human,25,193.94,3.11
human,25.1,194.24,3.03
human,25.2,194.54,2.95
human,25.3,194.83,2.89
human,25.4,195.11,2.84
human,25.5,195.39,2.8
human,25.6,195.67,2.76
human,25.7,195.94,2.74
human,25.8,196.21,2.71
human,25.9,196.48,2.68
human,26,196.75,2.66
human,26.1,197.01,2.65
human,26.2,197.28,2.66
human,26.3,197.54,2.66
human,26.4,197.81,2.67
human,26.5,198.08,2.68
human,26.6,198.35,2.7
human,26.7,198.51,1.61
human,26.8,198.68,1.71
human,26.9,198.86,1.81
human,27,199.05,1.91
human,27.1,199.25,1.97
human,27.2,199.45,2.04
human,27.3,199.45,0
human,27.4,199.46,0.09
human,27.5,199.48,0.19
human,27.6,199.51,0.29
human,27.7,199.55,0.39
human,27.8,199.58,0.29
human,27.9,199.61,0.32
human,28,199.63,0.24
human,28.1,199.66,0.28
human,28.2,199.68,0.15
human,28.3,199.7,0.25
human,28.4,199.71,0.06
human,28.5,199.72,0.16
human,28.6,199.74,0.2
human,28.7,199.74,0
human,28.8,199.75,0.09
human,28.9,199.77,0.19
human,29,199.77,0
human,29.1,199.78,0.09
human,29.2,199.8,0.19
human,29.3,199.8,0
human,29.4,199.81,0.09
human,29.5,199.82,0.07
human,29.6,199.83,0.16
human,29.7,199.83,0
human,29.8,199.84,0.09
human,29.9,199.84,0
human,30,199.85,0.1
human,30.1,199.85,0
human,30.2,199.86,0.1
human,30.3,199.86,0
human,30.4,199.87,0.1
human,30.5,199.87,0
human,30.6,199.88,0.1
human,30.7,199.88,0
human,30.8,199.89,0.1
human,30.9,199.89,0
human,31,199.89,0
human,31.1,199.89,0
human,31.2,199.89,0
human,31.3,199.89,0
human,31.4,199.89,0
human,31.5,199.89,0
human,31.6,199.89,0
human,31.7,199.89,0
human,31.8,199.89,0
human,31.9,199.89,0
human,32,199.89,0
human,32.1,199.89,0
human,32.2,199.89,0
human,32.3,199.89,0
human,32.4,199.89,0
human,32.5,199.89,0
human,32.6,199.89,0
human,32.7,199.89,0
human,32.8,199.89,0
human,32.9,199.89,0
human,33,199.9,0.1
human,33.1,199.9,0
human,33.2,199.91,0.1
human,33.3,199.91,0
human,33.4,199.92,0.1
human,33.5,199.92,0
human,33.6,199.93,0.1
human,33.7,199.93,0
human,33.8,199.94,0.1
human,33.9,199.94,0
human,34,199.95,0.1
human,34.1,199.95,0
human,34.2,199.96,0.1
human,34.3,199.96,0
human,34.4,199.96,0
human,34.5,199.96,0
human,34.6,199.96,0
human,34.7,199.96,0
human,34.8,199.96,0
human,34.9,199.96,0
human,35,199.96,0
human,35.1,199.96,0
human,35.2,199.96,0
human,35.3,199.96,0
human,35.4,199.96,0
human,35.5,199.96,0
human,35.6,199.96,0
human,35.7,199.96,0
human,35.8,199.96,0
human,35.9,199.96,0
human,36,199.96,0
human,36.1,199.96,0
human,36.2,199.96,0
human,36.3,199.96,0
human,36.4,199.96,0
human,36.5,199.96,0
human,36.6,199.96,0
human,36.7,199.96,0
human,36.8,199.96,0
human,36.9,199.96,0
human,37,199.96,0
human,37.1,199.96,0
human,37.2,199.96,0
human,37.3,199.96,0
human,37.4,199.96,0
human,37.5,199.96,0
human,37.6,199.96,0
human,37.7,199.96,0
human,37.8,199.96,0
human,37.9,199.96,0
human,38,199.96,0
human,38.1,199.96,0
human,38.2,199.96,0
human,38.3,199.96,0
human,38.4,199.96,0
human,38.5,199.96,0
human,38.6,199.96,0
human,38.7,199.96,0
human,38.8,199.96,0
human,38.9,199.96,0
human,39,199.96,0
human,39.1,199.96,0
human,39.2,199.96,0
human,39.3,199.96,0
human,39.4,199.96,0
human,39.5,199.96,0
human,39.6,199.96,0
human,39.7,199.96,0
human,39.8,199.96,0
human,39.9,199.96,0
human,40,199.96,0
human,40.1,199.96,0
human,40.2,199.96,0
human,40.3,199.96,0
human,40.4,199.96,0
human,40.5,199.96,0
human,40.6,199.96,0
human,40.7,199.96,0
human,40.8,199.96,0
human,40.9,199.96,0
human,41,199.97,0.1
human,41.1,199.97,0
human,41.2,199.98,0.1
human,41.3,199.98,0
human,41.4,199.98,0
human,41.5,199.98,0
human,41.6,199.98,0
human,41.7,199.98,0
human,41.8,199.98,0
human,41.9,199.98,0
human,42,199.98,0
human,42.1,199.98,0
human,42.2,199.98,0
human,42.3,199.98,0
human,42.4,199.98,0
human,42.5,199.98,0
human,42.6,199.98,0
human,42.7,199.98,0
human,42.8,199.98,0
human,42.9,199.98,0
human,43,199.98,0
human,43.1,199.98,0
human,43.2,199.98,0
human,43.3,199.98,0
human,43.4,199.98,0
human,43.5,199.99,0.1
human,43.6,199.99,0
human,43.7,200,0.1
human,43.8,200,0
human,43.9,200.01,0.1
human,44,200.05,0.36
human,44.1,200.11,0.61
human,44.2,200.19,0.85
human,44.3,200.3,1.05
human,44.4,200.42,1.21
human,44.5,200.55,1.31
human,44.6,200.68,1.35
human,44.7,200.82,1.33
human,44.8,200.94,1.27
human,44.9,201.06,1.18
human,45,201.17,1.09
human,45.1,201.27,0.99
human,45.2,201.36,0.9
human,45.3,201.44,0.82
human,45.4,201.52,0.74
human,45.5,201.58,0.67
human,45.6,201.65,0.61
human,45.7,201.7,0.56
human,45.8,201.75,0.5
human,45.9,201.8,0.46
human,46,201.84,0.41
human,46.1,201.88,0.38
human,46.2,201.91,0.34
human,46.3,201.94,0.31
human,46.4,201.97,0.28
human,46.5,202,0.26
human,46.6,202.02,0.23
human,46.7,202.04,0.21
human,46.8,202.06,0.19
human,46.9,202.08,0.17
human,47,202.09,0.16
human,47.1,202.11,0.14
human,47.2,202.12,0.13
human,47.3,202.13,0.12
human,47.4,202.14,0.11
human,47.5,202.15,0.1
human,47.6,202.16,0.09
human,47.7,202.17,0.08
human,47.8,202.18,0.07
human,47.9,202.18,0.07
human,48,202.19,0.06
human,48.1,202.19,0.03
human,48.2,202.21,0.2
human,48.3,202.21,0
human,48.4,202.24,0.26
human,48.5,202.24,0
human,48.6,202.25,0.1
human,48.7,202.25,0
human,48.8,202.25,0
human,48.9,202.25,0
human,49,202.25,0
human,49.1,202.25,0
human,49.2,202.25,0
human,49.3,202.25,0
human,49.4,202.25,0
human,49.5,202.25,0
human,49.6,202.25,0
human,49.7,202.25,0
human,49.8,202.25,0
human,49.9,202.25,0
human,50,202.25,0
human,50.1,202.25,0
human,50.2,202.25,0
human,50.3,202.25,0
human,50.4,202.25,0
human,50.5,202.25,0
human,50.6,202.25,0
human,50.7,202.25,0
human,50.8,202.25,0
human,50.9,202.25,0
human,51,202.25,0
human,51.1,202.25,0
human,51.2,202.25,0
human,51.3,202.25,0
human,51.4,202.25,0
human,51.5,202.25,0
human,51.6,202.25,0
human,51.7,202.25,0
human,51.8,202.25,0
human,51.9,202.25,0
human,52,202.25,0
human,52.1,202.25,0
human,52.2,202.28,0.26
human,52.3,202.33,0.52
human,52.4,202.41,0.78
human,52.5,202.51,1.04
human,52.6,202.64,1.3
human,52.7,202.8,1.56
human,52.8,202.98,1.82
human,52.9,203.19,2.08
human,53,203.42,2.34
human,53.1,203.68,2.6
human,53.2,203.97,2.86
human,53.3,204.28,3.12
human,53.4,204.62,3.38
human,53.5,204.98,3.64
human,53.6,205.37,3.9
human,53.7,205.79,4.16
human,53.8,206.23,4.42
human,53.9,206.7,4.68
human,54,207.19,4.94
human,54.1,207.71,5.2
human,54.2,208.26,5.46
human,54.3,208.83,5.72
human,54.4,209.43,5.98
human,54.5,210.05,6.24
human,54.6,210.7,6.5
human,54.7,211.38,6.76
human,54.8,212.08,7.02
human,54.9,212.81,7.28
human,55,213.56,7.54
human,55.1,214.34,7.8
human,55.2,215.15,8.06
human,55.3,215.98,8.32
human,55.4,216.84,8.58
human,55.5,217.72,8.84
human,55.6,218.63,9.1
human,55.7,219.57,9.36
human,55.8,220.53,9.62
human,55.9,221.49,9.67
human,56,221.65,9.67
human,56.1,222.62,9.67
human,56.2,223.59,9.67
human,56.3,224.55,9.67
human,56.4,225.52,9.67
human,56.5,226.49,9.67
human,56.6,227.46,9.67
human,56.7,228.42,9.67
human,56.8,229.39,9.67
human,56.9,230.36,9.67
human,57,231.33,9.67
human,57.1,232.29,9.67
human,57.2,233.26,9.67
human,57.3,234.23,9.67
human,57.4,235.2,9.67
human,57.5,236.16,9.67
human,57.6,237.13,9.67
human,57.7,238.1,9.67
human,57.8,239.07,9.67
human,57.9,240.03,9.67
human,58,241,9.67
human,58.1,241.97,9.67
human,58.2,242.93,9.67
human,58.3,243.9,9.67
human,58.4,244.87,9.67
human,58.5,245.84,9.67
human,58.6,246.8,9.67
human,58.7,247.77,9.67
human,58.8,248.74,9.67
human,58.9,249.71,9.67
human,59,250.67,9.67
human,4.6,5.1,3.4
human,4.7,5.45,3.49
human,4.8,5.81,3.58
human,4.9,6.17,3.67
human,5,6.55,3.77
human,5.1,6.94,3.86
human,5.2,7.33,3.95
human,5.3,7.74,4.05
human,5.4,8.15,4.14
human,5.5,8.57,4.23
human,5.6,9.01,4.33
human,5.7,9.45,4.42
human,5.8,9.9,4.52
human,5.9,10.36,4.61
human,6,10.83,4.71
human,6.1,11.31,4.8
human,6.2,11.8,4.9
human,6.3,12.3,4.99
human,6.4,12.81,5.09
human,6.5,13.33,5.19
human,6.6,13.86,5.28
human,6.7,14.4,5.38
human,6.8,14.94,5.47
human,6.9,15.5,5.57
human,7,16.07,5.67
human,7.1,16.64,5.76
human,7.2,17.23,5.86
human,7.3,17.83,5.96
human,7.4,18.43,6.05
human,7.5,19.05,6.15
human,7.6,19.67,6.24
human,7.7,20.3,6.34
human,7.8,20.95,6.44
human,7.9,21.6,6.53
human,8,22.26,6.63
human,8.1,22.94,6.73
human,8.2,23.62,6.82
human,8.3,24.31,6.92
human,8.4,25.01,7.02
human,8.5,25.72,7.11
human,8.6,26.45,7.21
human,8.7,27.18,7.3
human,8.8,27.92,7.4
human,8.9,28.67,7.49
human,9,29.42,7.59
human,9.1,30.19,7.68
human,9.2,30.97,7.78
human,9.3,31.76,7.87
human,9.4,32.55,7.96
human,9.5,33.36,8.05
human,9.6,34.17,8.14
human,9.7,35,8.23
human,9.8,35.83,8.32
human,9.9,36.67,8.41
human,10,37.52,8.5
human,10.1,38.38,8.58
human,10.2,39.24,8.66
human,10.3,40.12,8.73
human,10.4,41,8.79
human,10.5,41.88,8.85
human,10.6,42.77,8.91
human,10.7,43.67,8.96
human,10.8,44.57,9
human,10.9,45.47,9.05
human,11,46.38,9.08
human,11.1,47.29,9.12
human,11.2,48.21,9.15
human,11.3,49.13,9.18
human,11.4,50.05,9.21
human,11.5,50.97,9.23
human,11.6,51.89,9.25
human,11.7,52.82,9.27
human,11.8,53.75,9.29
human,11.9,54.68,9.31
human,12,55.61,9.32
human,12.1,56.55,9.34
human,12.2,57.48,9.35
human,12.3,58.42,9.36
human,12.4,59.36,9.37
human,12.5,60.3,9.38
human,12.6,61.23,9.39
human,12.7,62.17,9.4
human,12.8,63.11,9.41
human,12.9,64.06,9.41
human,13,65,9.42
human,13.1,65.94,9.42
human,13.2,66.88,9.43
human,13.3,67.83,9.43
human,13.4,68.77,9.44
human,13.5,69.71,9.44
human,13.6,70.66,9.44
human,13.7,71.6,9.45
human,13.8,72.55,9.45
human,13.9,73.49,9.45
human,14,74.44,9.45
human,14.1,75.38,9.46
human,14.2,76.33,9.46
human,14.3,77.27,9.46
human,14.4,78.22,9.46
human,14.5,79.17,9.46
human,14.6,80.11,9.46
human,14.7,81.06,9.46
human,14.8,82.01,9.47
human,14.9,82.95,9.47
human,15,83.9,9.47
human,15.1,84.85,9.47
human,15.2,85.79,9.47
human,15.3,86.74,9.47
human,15.4,87.69,9.47
human,15.5,88.63,9.47
human,15.6,89.58,9.47
human,15.7,90.53,9.47
human,15.8,91.48,9.47
human,15.9,92.42,9.47
human,16,93.37,9.47
human,16.1,94.32,9.47
human,16.2,95.27,9.47
human,16.3,96.21,9.47
human,16.4,97.16,9.47
human,16.5,98.11,9.47
human,16.6,99.05,9.47
human,16.7,100,9.47
human,16.8,100.95,9.47
human,16.9,101.9,9.47
human,17,102.84,9.47
human,17.1,103.79,9.47
human,17.2,104.74,9.47
human,17.3,105.68,9.47
human,17.4,106.63,9.47
human,17.5,107.58,9.47
human,17.6,108.52,9.47
human,17.7,109.47,9.47
human,17.8,110.42,9.47
human,17.9,111.36,9.47
human,18,112.31,9.46
human,18.1,113.26,9.46
human,18.2,114.2,9.46
human,18.3,115.15,9.46
human,18.4,116.1,9.46
human,18.5,117.04,9.46
human,18.6,117.99,9.46
human,18.7,118.93,9.46
human,18.8,119.88,9.45
human,18.9,120.82,9.45
human,19,121.77,9.45
human,19.1,122.71,9.45
human,19.2,123.66,9.45
human,19.3,124.6,9.44
human,19.4,125.55,9.44
human,19.5,126.49,9.44
human,19.6,127.43,9.44
human,19.7,128.38,9.43
human,19.8,129.32,9.43
human,19.9,130.26,9.43
human,20,131.21,9.43
human,20.1,132.15,9.42
human,20.2,133.09,9.42
human,20.3,134.03,9.41
human,20.4,134.97,9.41
human,20.5,135.91,9.41
human,20.6,136.85,9.4
human,20.7,137.79,9.4
human,20.8,138.73,9.39
human,20.9,139.67,9.39
human,21,140.61,9.38
human,21.1,141.55,9.38
human,21.2,142.48,9.37
human,21.3,143.42,9.36
human,21.4,144.36,9.36
human,21.5,145.29,9.35
human,21.6,146.22,9.34
human,21.7,147.16,9.33
human,21.8,148.09,9.32
human,21.9,149.02,9.31
human,22,149.95,9.3
human,22.1,150.88,9.29
human,22.2,151.81,9.28
human,22.3,152.73,9.27
human,22.4,153.66,9.25
human,22.5,154.58,9.24
human,22.6,155.51,9.22
human,22.7,156.43,9.2
human,22.8,157.34,9.18
human,22.9,158.26,9.16
human,23,159.17,9.14
human,23.1,160.09,9.12
human,23.2,161,9.09
human,23.3,161.9,9.06
human,23.4,162.81,9.03
human,23.5,163.71,9
human,23.6,164.6,8.96
human,23.7,165.49,8.92
human,23.8,166.38,8.88
human,23.9,167.27,8.83
human,24,168.14,8.75
human,24.1,169,8.64
human,24.2,169.86,8.52
human,24.3,170.69,8.38
human,24.4,171.52,8.22
human,24.5,172.32,8.07
human,24.6,173.11,7.9
human,24.7,173.89,7.73
human,24.8,174.64,7.56
human,24.9,175.38,7.38
human,25,176.1,7.21
human,25.1,176.8,7.04
human,25.2,177.49,6.87
human,25.3,178.16,6.7
human,25.4,178.81,6.53
human,25.5,179.45,6.37
human,25.6,180.07,6.21
human,25.7,180.68,6.05
human,25.8,181.27,5.9
human,25.9,181.84,5.76
human,26,182.41,5.62
human,26.1,182.95,5.48
human,26.2,183.49,5.35
human,26.3,184.01,5.22
human,26.4,184.52,5.1
human,26.5,185.02,4.99
human,26.6,185.51,4.88
human,26.7,185.99,4.78
human,26.8,186.44,4.58
human,26.9,186.88,4.41
human,27,187.31,4.26
human,27.1,187.72,4.12
human,27.2,188.12,3.99
human,27.3,188.51,3.87
human,27.4,188.87,3.57
human,27.5,189.2,3.31
human,27.6,189.5,3.07
human,27.7,189.79,2.84
human,27.8,190.05,2.64
human,27.9,190.29,2.43
human,28,190.52,2.24
human,28.1,190.72,2.05
human,28.2,190.91,1.88
human,28.3,191.08,1.71
human,28.4,191.24,1.55
human,28.5,191.38,1.4
human,28.6,191.5,1.26
human,28.7,191.62,1.13
human,28.8,191.72,1
human,28.9,191.8,0.89
human,29,191.88,0.79
human,29.1,191.95,0.7
human,29.2,192.01,0.61
human,29.3,192.07,0.54
human,29.4,192.12,0.47
human,29.5,192.16,0.41
human,29.6,192.19,0.35
human,29.7,192.22,0.31
human,29.8,192.25,0.26
human,29.9,192.27,0.23
human,30,192.29,0.19
